nom,dci,laboratoire,amm,is_available,classe,sous_classe,forme,gp_status,veic,tableau,nb_fabricants_dci,hhi_dci,nb_amm_dci,nb_presentations_dci,nb_dci_sous_classe,anciennete_amm,duree_conservation_mois,indications_len,nb_indications,est_generique,est_biosimilaire,est_injectable,est_chronique,indications,dosage,presentation,date_amm
PERIOLIMEL  N4E,ACIDES AMINES+GLUCOSE+LIPIDES,BAXTER SA Belgique,10153047H,0,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Emulsion injectable,Princeps,Vital,O,2,0.5011337868480725,21,20,28,8.8,24.0,190,2,0,0,1,0,"Periolimel est indiqué pour la nutition parentérale chez les adultes et les enfants de plus de 2 ans lorsque l'alimentation orale ou entérale est impossible, insuffisante ou contre-indiquée.",,B/4 poches / 2L en trois compartiments (0.4l+0.8l+0.8l),2017-05-16
PERIOLIMEL  N4E,ACIDES AMINES+GLUCOSE+LIPIDES,BAXTER SA Belgique,10153048H,0,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Emulsion injectable,Princeps,Vital,O,2,0.5011337868480725,21,20,28,8.8,24.0,190,2,0,0,1,0,"Periolimel est indiqué pour la nutition parentérale chez les adultes et les enfants de plus de 2 ans lorsque l'alimentation orale ou entérale est impossible, insuffisante ou contre-indiquée.",,B/4 poches/1.5l en trois compartiments (0.6l+0.6l+0.3l),2017-05-16
PERISPASM,PHLOROGLUCINOL,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,9323172,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,9.7,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/30,2016-06-08
PERISPASM,PHLOROGLUCINOL,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,9323171,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,9.8,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/10,2016-04-28
PERJETA,PERTUZUMAB,Roche Pharma (Schweiz) AG,6993211H,1,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,Solution injectable pour perfusion,Princeps,Essentiel,A,1,1.0,1,1,60,6.9,24.0,250,2,0,0,1,0,"PERJETA est indiqué en association avec Herceptin et Docétaxel dans le traitement de patients souffrant d'un cancer du sein HER2-positif métastatique ou localement récurrent, non résécable, non prétraités par chimiothérapie pour leur maladie métastat",420 mg,B/1Flacon de lyophilisat/14ml,2019-04-23
PERMIXON,SERENOA REPENS,PIERRE FABRE MEDICAMENT .,6063022,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,Capsule molle,Princeps,Intermédiaire,O,1,1.0,1,1,17,31.8,36.0,110,1,0,0,0,0,Traitement des troubles mictionnels modérés liés à l'hypertrophie benigne  de la prostate chez l'homme adulte.,160 MG,B/60,1994-05-10
PEROX  EAU OXYGENEE STABILISEE CODEX,EAU OXYGENEE,PHARMAGHREB,9013121,0,MEDICAMENTS DERMATOLOGIQUES,ANTISEPTIQUES ET DESINFECTANTS,Solution externe,Générique,Intermédiaire,O,1,1.0,1,1,14,34.0,36.0,239,4,1,0,0,0,"- Nettoyage de la peau lésée et des petites plaies. - Petites hémorragies capillaires par plaies superficielles Remarque: les agents à visée antiseptique ne sont pas stérilisants, ils réduisent temporairement le nombre de micro-organismes.",10 volumes,FL/120 ML,1992-02-15
PEROZYL,ECONAZOLE NITRATE,PHARMAGHREB,9013972,1,MEDICAMENTS DERMATOLOGIQUES,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,Creme dermique,Générique,Essentiel,O,6,0.2335600907029478,21,12,11,8.0,24.0,250,2,1,0,0,0,"Candidoses : Les candidoses cutanées rencontrées en clinique humaine sont habituellement dues à Candida albicans. Cependant, la mise en évidence d'un candida sur la peau ne peut constituer en soi une indication. Traitement : -	intertrigos, en particu",1%,T/30 GR,2018-03-15
PEROZYL,ECONAZOLE NITRATE,PHARMAGHREB,9013971,1,MEDICAMENTS DERMATOLOGIQUES,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,Spray solution,Générique,Essentiel,O,6,0.2335600907029478,21,12,11,8.0,24.0,23,2,1,0,0,0,- PITYRIASIS VERSICOLOR,1%,B/1FL/30 GR,2018-03-07
PEROZYL,ECONAZOLE NITRATE,PHARMAGHREB,9013973,1,MEDICAMENTS DERMATOLOGIQUES,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,Poudre a usage externe,Générique,Essentiel,O,6,0.2335600907029478,21,12,11,7.7,36.0,250,1,1,0,0,0,"Candidoses Les candidoses cutanées rencontrées en clinique humaine sont habituellement dues à Candida albicans. Cependant, la mise en évidence d'un Candida sur la peau ne peut constituer en soi une indication. · Traitement des mycoses des plis macéré",1%,FL/30 g,2018-06-07
PERUBORE,ESSENCES NATURELLES,MAYOLY SPINDLER,5910031,0,SYSTEME RESPIRATOIRE,AUTRES PRODUITS EN RELATION AVEC LE SYSTEME RESPIRATOIRE,Comprime pour inhalation,Princeps,Confort,O,2,0.5,2,2,11,29.1,24.0,79,1,0,0,0,1,Traitement d'appoint dans les états congestifs des voies aériennes supérieures.,,B/30/2GR,1997-02-04
PETHIDINE RENAUDIN,PETHIDINE,RENAUDIN,7713061H,0,SYSTEME NERVEUX,ANALGESIQUES,Solution injectable,Générique,Vital,B,1,1.0,1,1,27,22.1,36.0,71,1,1,0,1,1,Douleurs intenses et/ou rebelles aux antalgiques de niveau plus faible.,100mg/2ml,B/10/2ml,2004-01-31
PEXOL,PRAMIPEXOLE,TERIAK,9254222,0,SYSTEME NERVEUX,ANTI-PARKINSONIENS,Comprimé sécable,Générique,Essentiel,A,2,0.5,4,2,4,4.0,24.0,250,2,1,0,0,1,"- PEXOL est indiqué chez les adultes pour le traitement des symptômes et signes de la maladie de Parkinson idiopathique, en monothérapie (sans lévodopa) ou en association à la lévodopa, quand, lorsqu'au cours de l'évolution de la maladie, au stade av",0.7 mg,B/30,2022-03-07
PEXOL,PRAMIPEXOLE,TERIAK,9254221,0,SYSTEME NERVEUX,ANTI-PARKINSONIENS,Comprimé sécable,Générique,Essentiel,A,2,0.5,4,2,4,4.0,24.0,250,1,1,0,0,1,"PEXOL est indiqué chez les adultes pour le traitement des symptômes et signes de la maladie de Parkinson idiopathique, en monothérapie (sans lévodopa) ou en association à la lévodopa, quand lorsqu' au cours de l'évolution de la maladie, au stade avan",0.18 mg,B/30,2022-03-07
Pfizer-BioNtech COVID-19 Vaccine,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893011EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,5.1,15.0,249,6,0,0,1,0,"Nouvelle indications: Pfizer-BioNtech COVID-19 Vaccine est indiqué pour l'immunisation active pour la prévention de la COVID-19 causée par le virus SARS-CoV-2, chez les personnes âgées de 12 ans et plus. L'utilisation de ce vaccin doit être conforme",30 µg,B/195 Flacons,2021-01-11
Pfizer-BioNtech COVID-19 Vaccine,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893013EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,4.2,12.0,249,4,0,0,1,0,Le vaccin de Pfizer-BioNTech contre la COVID-19 est autorisé pour une utilisation dans le cadre d'une autorisation d'utilisation d'urgence pour l'immunisation active visant à prévenir la maladie à coronavirus 2019 (COVID-19) causé par le coronavirus,30 µg,B/10 Flacons,2021-12-28
Pfizer-BioNtech COVID-19 Vaccine,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893014EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,4.2,12.0,249,4,0,0,1,0,Le vaccin de Pfizer-BioNTech contre la COVID-19 est autorisé pour une utilisation dans le cadre d'une autorisation d'utilisation d'urgence pour l'immunisation active visant à prévenir la maladie à coronavirus 2019 (COVID-19) causé par le coronavirus,30 µg,B/25 Flacons,2021-12-28
Pfizer-BioNtech COVID-19 Vaccine,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,24893015EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,4.2,12.0,250,4,0,0,1,0,Le vaccin de Pfizer-BioNTech contre la COVID-19 est autorisé pour une utilisation dans le cadre d'une autorisation d'utilisation d'urgence pour l'immunisation active visant à prévenir la maladie à coronavirus 2019 (COVID-19) causée par le coronavirus,10 µg,B/10 Flacons,2021-12-28
Pfizer-BioNtech COVID-19VaccineBivalent(Original and Omicron BA.4/BA.5,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,2483019EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension injectable,Princeps,Vital,O,1,1.0,9,5,27,3.3,6.0,250,4,0,0,1,0,Le vaccin de Pfizer-BioNTech Bivalent  (Original-Omicron BA.4/BA.5) contre la COVID-19 est autorisé pour une utilisation dans le cadre d'une autorisation  exceptionnelle et provisoire pour une immunisation active visant à prévenir la maladie à corona,30 µg,B/10 Flacons,2022-11-22
PHARMATEX,BENZALKONIUM CHLORURE,INNOTECH INTERNATIONAL,1763021,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,AUTRES MEDICAMENTS GYNECOLOGIQUES,Ovule,Princeps,Intermédiaire,O,2,0.625,4,4,6,23.9,36.0,250,1,0,0,0,0,Contraception locale: Cette méthode diminue considérablement le risque de grossesse sans le supprimer totalement. L'efficacité dépend du respect et du mode d'utilisation. Ce mode de contraception s'adresse à toutes les femmes en âge de procréer et pl,18.900 MG,B/20,2002-04-11
PHARMATEX,BENZALKONIUM CHLORURE,INNOTECH INTERNATIONAL,1763022,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,AUTRES MEDICAMENTS GYNECOLOGIQUES,Crème gynécologique,Princeps,Intermédiaire,O,2,0.625,4,4,6,23.9,36.0,250,1,0,0,0,0,Contraception locale: Cette méthode diminue considérablement le risque de grossesse sans le supprimer totalement. L'efficacité dépend du respect et du mode d'utilisation. Ce mode de contraception s'adresse à toutes les femmes en âge de procréer et pl,2.400 GR,T/6/4.5 GR,2002-04-11
PHARMATEX,BENZALKONIUM CHLORURE,INNOTECH INTERNATIONAL,1763023,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,AUTRES MEDICAMENTS GYNECOLOGIQUES,Capsules gynecologiques,Princeps,Intermédiaire,O,2,0.625,4,4,6,19.7,24.0,250,1,0,0,0,0,Contraception locale: Cette méthode diminue le risque de grossesse sans le supprimer totalement. L'efficacité dépend du respect du mode d'utilisation. Cette contraception locale s'adresse à toutes les femmes désirant une contraception et notamment lo,18.900 mg,B/6,2006-06-19
PHENASPIRINE 1 CG,ACIDE ACETYLSALICYLIQUE+PHENOBARBITAL,SIPHAT,9000302H,0,SYSTEME NERVEUX,ANALGESIQUES,Suppositoire,Générique,Essentiel,C,1,1.0,4,2,27,26.2,36.0,69,1,1,0,0,1,Traitement symptomatique des états fébriles et des douleurs diverses.,1 CG,B/100,1999-12-31
PHENASPIRINE 1 CG,ACIDE ACETYLSALICYLIQUE+PHENOBARBITAL,SIPHAT,9000301,0,SYSTEME NERVEUX,ANALGESIQUES,Suppositoire,Générique,Essentiel,C,1,1.0,4,2,27,32.9,36.0,69,1,1,0,0,1,Traitement symptomatique des états fébriles et des douleurs diverses.,1 CG,B/10,1993-03-30
PHENASPIRINE 2 CG,ACIDE ACETYLSALICYLIQUE+PHENOBARBITAL,SIPHAT,9000303H,0,SYSTEME NERVEUX,ANALGESIQUES,Suppositoire,Générique,Essentiel,C,1,1.0,4,2,27,26.1,36.0,69,1,1,0,0,1,Traitement symptomatique des états fébriles et des douleurs diverses.,2 CG,B/100,2000-01-24
PHENASPIRINE 2 CG,ACIDE ACETYLSALICYLIQUE+PHENOBARBITAL,SIPHAT,9000302,0,SYSTEME NERVEUX,ANALGESIQUES,Suppositoire,Générique,Essentiel,C,1,1.0,4,2,27,32.9,36.0,70,1,1,0,0,1,PTraitement symptomatique des états fébriles et des douleurs diverses.,2 CG,B/10,1993-03-30
PHENERGAN,PROMETHAZINE,TERIAK,9253701,0,SYSTEME RESPIRATOIRE,ANTIHISTAMINIQUES (USAGE SYSTEMIQUE),Comprime enrobé,Princeps,Essentiel,O,2,0.5,4,3,17,14.6,60.0,184,4,0,0,0,1,"Traitement symptomatique des manifestations allergiques diverses: - rhinite ( saisonniére ou peranuelle) - conjonctivite, - urticaire. Insomnies occasionnelles, Insomnies transitoires.",25 MG,B/20,2011-07-13
PHENERGAN,PROMETHAZINE,TERIAK,9253702,0,SYSTEME RESPIRATOIRE,ANTIHISTAMINIQUES (USAGE SYSTEMIQUE),Sirop,Princeps,Essentiel,O,2,0.5,4,3,17,14.6,60.0,179,1,0,0,0,1,"Réservé à l'adulte et l'enfant de plus de 2 ans: Traitement symptomatique des manifestations allergiques diverses : rhinite (saisonnière ou perannuelle), conjonctivite, urticaire.",0.1%,FL/150 ML,2011-07-18
PHENOBARBITAL 50,PHENOBARBITAL,SIPHAT,9000313H,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Comprimé sécable,Générique,Vital,C,2,0.52,5,5,13,13.2,60.0,249,4,1,0,0,1,"Adulte et enfant: Soit en monothérapie, soit en association à un autre traitement antiépileptique: - Traitement des épilepsies généralisées: crises cloniques, toniques, tonico-cloniques. - Traitement des épilepsies partielles: crises partielles avec",50 MG,B/750,2012-12-26
PHENOBARBITAL 50,PHENOBARBITAL,SIPHAT,9000311,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Comprimé sécable,Générique,Vital,C,2,0.52,5,5,13,32.9,60.0,250,3,1,0,0,1,"Adulte et enfant: Soit en monothérapie, soit en association à un autre traitement antiépileptique: - Traitement des épilepsies généralisées: crise cloniques, toniques, tonicocloniques. - Traitement des épilepsies partielles: crises partielles avec ou",50 MG,B/30,1993-03-30
PHENTOLEP,PHENYTOINE,HIKMA Pharmaceuticals,6653541H,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Solution injectable,Générique,Vital,C,1,1.0,1,1,13,14.2,24.0,250,2,1,0,1,1,"L'njection de Phentolep peut être utilisé pour le contrôle de l'état de mal épileptique tonico-cloniques type (grand mal) (un état où les crises se suivent rapidement les uns les autres sans retour à la conscience), elle peut également être utilisé p",250 mg /5 ml,B/5/5ml,2011-12-07
PHILADERM,ISOCONAZOLE,SIMED,9083462,1,MEDICAMENTS DERMATOLOGIQUES,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,Emulsion,Générique,Essentiel,O,1,1.0,3,3,11,9.2,24.0,250,2,1,0,0,0,"1/ Candidoses: - Les candidoses cutanées rencontrées en clinique humaine sont habituellement dues à Candida albicans. Cependant, en l'absence d'une symptomatologie clinique évocatrice, la seule mise en évidence d'un candida sur la peau ne peut consti",2%,FL/30 gr,2016-12-22
PHILADERM,ISOCONAZOLE,SIMED,9083463,1,MEDICAMENTS DERMATOLOGIQUES,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,Creme dermique,Générique,Essentiel,O,1,1.0,3,3,11,8.9,24.0,250,2,1,0,0,0,"-  Candidoses: * Les candidoses cutanées rencontrées en clinique humaine sont habituellement dues en Candida albicans. Cependant, en l'absence d'une symptomatologie clinique évocatrice, la seule mise en évidence d'un candida sur la peau ne peut const",1%,T/30 gr,2017-04-21
PHILADERM,ISOCONAZOLE,SIMED,9083461,1,MEDICAMENTS DERMATOLOGIQUES,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,Creme dermique,Générique,Essentiel,O,1,1.0,3,3,11,21.8,24.0,250,2,1,0,0,0,"1/ Candidoses: - Les condidoses cutanées rencontrées en clinique humaine sont habituellement dues en Candida albicans. Cependant, en l'absence d'une symptomatologie clinique évocatrice, la seule mise en évidence d'un candida sur la peau ne peut const",1%,T/15 gr,2004-05-12
PHILAZOLE SHAMPOOING,KETOCONAZOLE,SIMED,9083491,1,MEDICAMENTS DERMATOLOGIQUES,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,Shampooing,Générique,Essentiel,A,7,0.15625,8,8,11,19.4,48.0,136,1,1,0,0,0,"Traitement des infections du cuir chevelu en particulier dans le cas du pytiriasis versicolor, dermatite séborréique et pityriasis capi.",2%,FL/100 ML,2006-10-16
PHLORO,PHLOROGLUCINOL,WINTHROP PHARMA TUNISIE,9103841,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,13.5,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/10,2012-08-30
PHLORO,PHLOROGLUCINOL,WINTHROP PHARMA TUNISIE,9103842,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,9.2,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/30,2016-12-01
PHLOROGLUCINOL VIATRIS,PHLOROGLUCINOL,VIATRIS SANTE,4923161,0,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,15.9,36.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 MG,B/10,2010-04-01
PHOCYTAN,GLUCOSE-1-PHOSPHATE DISODIUM TETRAHYDRATE,LABORATOIRE AGUETTANT,7093013H,1,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Solution injectable pour perfusion,Princeps,Essentiel,O,1,1.0,1,1,28,7.7,24.0,158,1,0,0,1,0,Correction de l'hypophosphorémie modérée à sévère lorque le recours à la voie orale est impiossible. Apport de phosphore au cours de la nutrition parentérale.,0.66 mmol/ml,B/50/10ML,2018-06-21
PHOCYTAN,PHOSPHORE,LABORATOIRE AGUETTANT,7093012H,1,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Solution injectable pour perfusion,Princeps,Essentiel,O,1,1.0,1,1,28,16.5,24.0,157,1,0,0,1,0,Correction de l'hypophosphorémie modérée à sévère lorque le recours à la voie orale est impossible. Apport de phosphore au cours de la nutrition parentérale.,0.33 mmol/ml,B/50/20ML,2009-08-24
PHOSPHOSODA,DIHYDROGENOPHOSPHATE DE SODIUM,"CASEN RECORDATI, S.L.",1323011,0,APPAREIL DIGESTIF ET METABOLISME,LAXATIFS,Solution buvable,Princeps,Essentiel,O,1,1.0,1,1,11,11.7,36.0,228,1,0,0,0,1,Lavage colique assurant la préparation des patients préalablement à la chirurgie colique ou aux explorations endoscopiques ou radiologiques du côlon. Le produit ne doit pas être utilisé en tant que traitement de la constipation.,,B/2FL/45ML,2014-06-12
PHYSIOL,CHLORURE DE SODIUM,UNIMED,9093011,1,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Solution ophta-orl  sterile et injectable,Générique,Confort,O,7,0.336734693877551,42,36,28,33.0,36.0,142,1,1,0,1,0,"INSTILLATIONS,LAVAGES ET BAINS OCULAIRES CHIRURGIE OCULAIRE LAVAGES AURICULAIRES USAGES CHIRURGICAUX EN ORL RINCAGES DES LENTILLES DE CONTACT.",0.9%,B/15F/10ML,1993-02-15
PHYSIOL,CHLORURE DE SODIUM,UNIMED,9093011AH,1,APPAREIL DIGESTIF ET METABOLISME,COMPLEMENTS MINERAUX,Solution ophta-orl  sterile et injectable,Générique,Confort,O,7,0.336734693877551,42,36,9,33.0,36.0,142,1,1,0,1,1,"INSTILLATIONS,LAVAGES ET BAINS OCULAIRES CHIRURGIE OCULAIRE LAVAGES AURICULAIRES USAGES CHIRURGICAUX EN ORL RINCAGES DES LENTILLES DE CONTACT.",0.9%,B/100/10ML,1993-03-02
PHYSIOL,CHLORURE DE SODIUM,UNIMED,9093031,1,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Solution ophta-orl  sterile et injectable,Générique,Confort,O,7,0.336734693877551,42,36,28,32.4,36.0,250,7,1,0,1,0,"- Solvant de reconstitution ou de dilution pour les préparations injectables - Instillations, lavages et bains oculaires - Utilistation en chirurgie oculaire - Instillations nasales notamment chez le nourrisson - Lavages auriculaires - Usages chirurg",0.9%,B/10/5 ML,1993-10-13
PHYSIOL,CHLORURE DE SODIUM,UNIMED,9093032H,1,SANG ET ORGANES HEMATOPOIETIQUES,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,Solution ophta-orl  sterile et injectable,Générique,Confort,O,7,0.336734693877551,42,36,28,32.4,36.0,250,7,1,0,1,0,"- Solvant de reconstitution ou de dilution pour les préparations injectables - Instillations, lavages et bains oculaires - Utilistation en chirurgie oculaire - Instillations nasales notamment chez le nourrisson - Lavages auriculaires - Usages chirurg",0.9%,B/100/5 ML,1993-10-13
PHYSIOMYCINE,METHYLENECYCLINE,DEXO Laboratoires pharmaceutiques,12983011,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Gélule,Princeps,Essentiel,A,1,1.0,1,1,63,16.5,36.0,250,14,0,0,0,0,"- Brucellose; Pasterellose; - Infections pulmonaires, génito-urinaires et ophtalmiques à clamydiae - Infections pulmonaires et génito-urinaires à mycoplasmes; - Rickettsioses; Coxiella burnetii (fièvre Q); Gonococcie, - Infections ORL et broncho-pulm",300 mg,B/16,2009-08-26
PHYSIOTENS,MOXONIDINE,ABBOTT PRODUCTS S.A.S,5880097,1,SYSTEME CARDIOVASCULAIRE,ANTIHYPERTENSEURS,Comprimé pelliculé,Princeps,Essentiel,A,4,0.2777777777777778,6,1,4,17.8,36.0,24,1,0,0,0,1,Hypertension artérielle.,0.4 mg,B/30,2008-05-26
PHYSIOTENS,MOXONIDINE,MYLAN MEDICAL SAS,5880096,1,SYSTEME CARDIOVASCULAIRE,ANTIHYPERTENSEURS,Comprimé pelliculé,Princeps,Essentiel,A,4,0.2777777777777778,6,1,4,17.8,24.0,24,1,0,0,0,1,Hypertension artérielle.,0.2 mg,B/30,2008-05-26
PHYTOMENADIONE,VITAMINE K1,MEMPHIS,8073031,1,SANG ET ORGANES HEMATOPOIETIQUES,ANTIHEMORRAGIQUES,Solution injectable,Générique,Essentiel,O,1,1.0,1,1,14,30.1,36.0,125,1,1,0,1,0,HEMORRAGIES PAR CARENCE EN VITAMINE K PREVENTION  DES CARENCES EN VITAMINE K NE POUVANT PAS ETRE CORRIGEES PAR L'ALIMENTATION,10 MG,B/6/1ML,1996-01-27
PIAGTOS,PIOGLITAZONE,TERIAK,9253392,0,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENT UTILISE DANS LE TRAITEMENT DU DIABETE,Comprimé,Générique,Essentiel,A,1,1.0,2,1,26,16.5,24.0,250,3,1,0,0,1,PIAGTOS est indiqué comme adjuvant au régime alimentaire et à l'exercice physique pour améliorer le contrôle glycémique dans le diabète de type 2 (diabète sucré non insulinodépendant DNID). - PIAGTOS est indiqué en monothérapie. - PIAGTOS est aussi i,30 mg,FL/30,2009-08-22
